sub_category,model_id,brand,total_mentions,n_replicates,BRP@1,BRP@3,BRP@5,MRR,prompt_condition
cat food,claude-sonnet-4-6,Solid Gold,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Special Kitty,4,40,0.0000,0.0000,0.1000,0.0213,needs-based-detailed
cat food,claude-sonnet-4-6,Stella & Chewy's,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Steve's Real Food,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
cat food,claude-sonnet-4-6,Sundays for Dogs,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Sundays for Pets,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Taste of the Wild,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Temptations,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,The Farmer's Dog,7,40,0.0250,0.1250,0.1750,0.0850,needs-based-detailed
cat food,claude-sonnet-4-6,The Honest Kitchen,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Tiki Cat,9,40,0.0000,0.1000,0.2250,0.0621,needs-based-detailed
cat food,claude-sonnet-4-6,Virbac Veterinary HPM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Viva Raw,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,We Feed Raw,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Wellness,6,40,0.0000,0.0250,0.1500,0.0371,needs-based-detailed
cat food,claude-sonnet-4-6,Weruva,11,40,0.0000,0.1750,0.2750,0.1000,needs-based-detailed
cat food,claude-sonnet-4-6,Whiskas,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
cat food,claude-sonnet-4-6,Ziwi Peak,4,40,0.0000,0.0000,0.1000,0.0238,needs-based-detailed
boat cruises,gpt-5.5,AmaWaterways,8,40,0.0250,0.2000,0.2000,0.1125,needs-based-general
boat cruises,gpt-5.5,Ambassador Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,American Cruise Lines,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
boat cruises,gpt-5.5,American Queen Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,APT River Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Aqua Expeditions,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Atlas Ocean Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Avalon Waterways,8,40,0.0000,0.1000,0.2000,0.0571,needs-based-general
boat cruises,gpt-5.5,Azamara,7,40,0.0000,0.1500,0.1750,0.0646,needs-based-general
boat cruises,gpt-5.5,Blount Small Ship Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Carnival,8,40,0.0000,0.1250,0.2000,0.0604,needs-based-general
boat cruises,gpt-5.5,Celebrity Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Costa Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Couples Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,couples.com Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,CroisiEurope,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.5,Crystal,3,40,0.0000,0.0500,0.0750,0.0217,needs-based-general
boat cruises,gpt-5.5,Cunard,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-general
boat cruises,gpt-5.5,Delfin Amazon Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Desire Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Disney Cruise Line,8,40,0.2000,0.2000,0.2000,0.2000,needs-based-general
boat cruises,gpt-5.5,Emerald Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Explora Journeys,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-general
boat cruises,gpt-5.5,G Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Hapag-Lloyd Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Hedonism Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Heritage Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Holland America,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-general
boat cruises,gpt-5.5,Hurtigruten,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Marella Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,MSC Cruises,8,40,0.0000,0.0000,0.2000,0.0400,needs-based-general
boat cruises,gpt-5.5,Murder Mystery Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Norwegian Cruise Line,8,40,0.0000,0.0750,0.2000,0.0563,needs-based-general
boat cruises,gpt-5.5,Oceania Cruises,6,40,0.0000,0.1500,0.1500,0.0667,needs-based-general
boat cruises,gpt-5.5,P&O Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Pandaw,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Paul Gauguin Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Ponant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Princess Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Regent Seven Seas,17,40,0.1750,0.2000,0.4250,0.2358,needs-based-general
boat cruises,gpt-5.5,Royal Caribbean,8,40,0.0000,0.2000,0.2000,0.1000,needs-based-general
boat cruises,gpt-5.5,Saga Cruises,6,40,0.0000,0.1500,0.1500,0.0500,needs-based-general
boat cruises,gpt-5.5,Sanctuary Retreats,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Scenic,7,40,0.0000,0.0000,0.1750,0.0400,needs-based-general
boat cruises,gpt-5.5,Seabourn,18,40,0.0000,0.2000,0.4500,0.1233,needs-based-general
boat cruises,gpt-5.5,SeaDream Yacht Club,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Silversea,10,40,0.0000,0.2000,0.2500,0.1042,needs-based-general
boat cruises,gpt-5.5,Tauck,4,40,0.0000,0.0000,0.1000,0.0200,needs-based-general
boat cruises,gpt-5.5,Temptation Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,The Ritz-Carlton Yacht Collection,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,U by Uniworld,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Uniworld,8,40,0.0000,0.1000,0.2000,0.0583,needs-based-general
boat cruises,gpt-5.5,Victory Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.5,Viking,26,40,0.4000,0.5750,0.6500,0.5050,needs-based-general
boat cruises,gpt-5.5,Virgin Voyages,9,40,0.1500,0.2250,0.2250,0.1875,needs-based-general
boat cruises,gpt-5.5,Windstar Cruises,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
boat cruises,gpt-5.5,AmaWaterways,8,40,0.1500,0.2000,0.2000,0.1667,needs-based-detailed
boat cruises,gpt-5.5,Ambassador Cruise Line,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
boat cruises,gpt-5.5,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,American Queen Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,APT River Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Aqua Expeditions,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-detailed
boat cruises,gpt-5.5,Atlas Ocean Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Avalon Waterways,5,40,0.0000,0.0500,0.1250,0.0400,needs-based-detailed
boat cruises,gpt-5.5,Azamara,5,40,0.0000,0.0500,0.1250,0.0329,needs-based-detailed
boat cruises,gpt-5.5,Blount Small Ship Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Carnival,6,40,0.0000,0.1000,0.1500,0.0542,needs-based-detailed
boat cruises,gpt-5.5,Celebrity Cruises,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
boat cruises,gpt-5.5,Costa Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Couples Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,couples.com Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,CroisiEurope,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
boat cruises,gpt-5.5,Crystal,3,40,0.0000,0.0500,0.0750,0.0258,needs-based-detailed
boat cruises,gpt-5.5,Cunard,6,40,0.1000,0.1250,0.1500,0.1175,needs-based-detailed
boat cruises,gpt-5.5,Delfin Amazon Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Desire Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Disney Cruise Line,8,40,0.1000,0.2000,0.2000,0.1417,needs-based-detailed
boat cruises,gpt-5.5,Emerald Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Explora Journeys,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
boat cruises,gpt-5.5,G Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Hapag-Lloyd Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Hedonism Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Heritage Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Holland America,5,40,0.0000,0.1000,0.1250,0.0479,needs-based-detailed
boat cruises,gpt-5.5,Hurtigruten,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Marella Cruises,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
boat cruises,gpt-5.5,MSC Cruises,6,40,0.0000,0.0500,0.1500,0.0367,needs-based-detailed
boat cruises,gpt-5.5,Murder Mystery Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Norwegian Cruise Line,6,40,0.0000,0.1000,0.1500,0.0542,needs-based-detailed
boat cruises,gpt-5.5,Oceania Cruises,5,40,0.0000,0.0250,0.1250,0.0362,needs-based-detailed
boat cruises,gpt-5.5,P&O Cruises,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
boat cruises,gpt-5.5,Pandaw,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-detailed
boat cruises,gpt-5.5,Paul Gauguin Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Ponant,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-detailed
boat cruises,gpt-5.5,Princess Cruises,4,40,0.0000,0.0000,0.1000,0.0225,needs-based-detailed
boat cruises,gpt-5.5,Regent Seven Seas,12,40,0.2000,0.2000,0.3000,0.2213,needs-based-detailed
boat cruises,gpt-5.5,Royal Caribbean,8,40,0.1000,0.1500,0.2000,0.1375,needs-based-detailed
boat cruises,gpt-5.5,Saga Cruises,7,40,0.0000,0.1750,0.1750,0.0583,needs-based-detailed
boat cruises,gpt-5.5,Sanctuary Retreats,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Scenic,13,40,0.0000,0.0750,0.3250,0.0825,needs-based-detailed
boat cruises,gpt-5.5,Seabourn,7,40,0.0000,0.1750,0.1750,0.0583,needs-based-detailed
boat cruises,gpt-5.5,SeaDream Yacht Club,4,40,0.0000,0.0500,0.1000,0.0362,needs-based-detailed
boat cruises,gpt-5.5,Silversea,12,40,0.0000,0.2250,0.3000,0.1258,needs-based-detailed
boat cruises,gpt-5.5,Tauck,5,40,0.0000,0.0500,0.1250,0.0354,needs-based-detailed
boat cruises,gpt-5.5,Temptation Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,The Ritz-Carlton Yacht Collection,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,U by Uniworld,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Uniworld,7,40,0.0000,0.1250,0.1750,0.0708,needs-based-detailed
boat cruises,gpt-5.5,Victory Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.5,Viking,18,40,0.0750,0.2500,0.4500,0.2008,needs-based-detailed
boat cruises,gpt-5.5,Virgin Voyages,8,40,0.1750,0.2000,0.2000,0.1875,needs-based-detailed
boat cruises,gpt-5.5,Windstar Cruises,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-detailed
boat cruises,gpt-5.4-mini,AmaWaterways,7,40,0.0250,0.1750,0.1750,0.0958,needs-based-general
boat cruises,gpt-5.4-mini,Ambassador Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,American Cruise Lines,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-general
boat cruises,gpt-5.4-mini,American Queen Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,APT River Cruises,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,Aqua Expeditions,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Atlas Ocean Voyages,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
boat cruises,gpt-5.4-mini,Avalon Waterways,5,40,0.0000,0.0000,0.1250,0.0287,needs-based-general
boat cruises,gpt-5.4-mini,Azamara,5,40,0.0000,0.0500,0.1250,0.0412,needs-based-general
boat cruises,gpt-5.4-mini,Blount Small Ship Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Carnival,8,40,0.0000,0.1250,0.2000,0.0604,needs-based-general
boat cruises,gpt-5.4-mini,Celebrity Cruises,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-general
boat cruises,gpt-5.4-mini,Costa Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Couples Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,couples.com Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,CroisiEurope,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Crystal,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Cunard,5,40,0.0500,0.0500,0.1250,0.0650,needs-based-general
boat cruises,gpt-5.4-mini,Delfin Amazon Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Desire Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Disney Cruise Line,8,40,0.2000,0.2000,0.2000,0.2000,needs-based-general
boat cruises,gpt-5.4-mini,Emerald Cruises,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,Explora Journeys,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
boat cruises,gpt-5.4-mini,G Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Hapag-Lloyd Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Hedonism Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Heritage Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Holland America,6,40,0.0000,0.1500,0.1500,0.0625,needs-based-general
boat cruises,gpt-5.4-mini,Hurtigruten,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
boat cruises,gpt-5.4-mini,Marella Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,MSC Cruises,7,40,0.0000,0.0500,0.1750,0.0417,needs-based-general
boat cruises,gpt-5.4-mini,Murder Mystery Cruise,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,Norwegian Cruise Line,8,40,0.0000,0.0250,0.2000,0.0496,needs-based-general
boat cruises,gpt-5.4-mini,Oceania Cruises,5,40,0.0000,0.0500,0.1250,0.0383,needs-based-general
boat cruises,gpt-5.4-mini,P&O Cruises,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,Pandaw,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Paul Gauguin Cruises,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-general
boat cruises,gpt-5.4-mini,Ponant,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,Princess Cruises,4,40,0.0000,0.0000,0.1000,0.0238,needs-based-general
boat cruises,gpt-5.4-mini,Regent Seven Seas,14,40,0.1750,0.2500,0.3500,0.2321,needs-based-general
boat cruises,gpt-5.4-mini,Royal Caribbean,8,40,0.0000,0.2000,0.2000,0.1000,needs-based-general
boat cruises,gpt-5.4-mini,Saga Cruises,6,40,0.0000,0.1250,0.1500,0.0508,needs-based-general
boat cruises,gpt-5.4-mini,Sanctuary Retreats,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Scenic,11,40,0.0000,0.0000,0.2750,0.0625,needs-based-general
boat cruises,gpt-5.4-mini,Seabourn,14,40,0.0250,0.3000,0.3500,0.1487,needs-based-general
boat cruises,gpt-5.4-mini,SeaDream Yacht Club,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
boat cruises,gpt-5.4-mini,Silversea,15,40,0.0000,0.2500,0.3750,0.1287,needs-based-general
boat cruises,gpt-5.4-mini,Tauck,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Temptation Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,The Ritz-Carlton Yacht Collection,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,U by Uniworld,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Un-Cruise Adventures,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-general
boat cruises,gpt-5.4-mini,Uniworld,7,40,0.0000,0.1500,0.1750,0.0563,needs-based-general
boat cruises,gpt-5.4-mini,Victory Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
boat cruises,gpt-5.4-mini,Viking,28,40,0.3000,0.5500,0.7000,0.4533,needs-based-general
boat cruises,gpt-5.4-mini,Virgin Voyages,7,40,0.1750,0.1750,0.1750,0.1750,needs-based-general
boat cruises,gpt-5.4-mini,Windstar Cruises,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
boat cruises,gpt-5.4-mini,AmaWaterways,8,40,0.0750,0.2000,0.2000,0.1333,needs-based-detailed
boat cruises,gpt-5.4-mini,Ambassador Cruise Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,American Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,American Queen Voyages,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,APT River Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Aqua Expeditions,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
boat cruises,gpt-5.4-mini,Atlas Ocean Voyages,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
boat cruises,gpt-5.4-mini,Avalon Waterways,4,40,0.0000,0.0250,0.1000,0.0246,needs-based-detailed
boat cruises,gpt-5.4-mini,Azamara,4,40,0.0250,0.0750,0.1000,0.0508,needs-based-detailed
boat cruises,gpt-5.4-mini,Blount Small Ship Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Carnival,8,40,0.0000,0.1000,0.2000,0.0546,needs-based-detailed
boat cruises,gpt-5.4-mini,Celebrity Cruises,5,40,0.0000,0.1000,0.1250,0.0508,needs-based-detailed
boat cruises,gpt-5.4-mini,Costa Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Couples Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,couples.com Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,CroisiEurope,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Crystal,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
boat cruises,gpt-5.4-mini,Cunard,6,40,0.1000,0.1500,0.1500,0.1167,needs-based-detailed
boat cruises,gpt-5.4-mini,Delfin Amazon Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Desire Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Disney Cruise Line,7,40,0.1000,0.1500,0.1750,0.1300,needs-based-detailed
boat cruises,gpt-5.4-mini,Emerald Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Explora Journeys,3,40,0.0000,0.0000,0.0750,0.0175,needs-based-detailed
boat cruises,gpt-5.4-mini,G Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Hapag-Lloyd Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Hedonism Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Heritage Line,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Holland America,7,40,0.0250,0.1250,0.1750,0.0875,needs-based-detailed
boat cruises,gpt-5.4-mini,Hurtigruten,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Marella Cruises,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
boat cruises,gpt-5.4-mini,MSC Cruises,7,40,0.0000,0.0250,0.1750,0.0446,needs-based-detailed
boat cruises,gpt-5.4-mini,Murder Mystery Cruise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Norwegian Cruise Line,7,40,0.0000,0.1250,0.1750,0.0613,needs-based-detailed
boat cruises,gpt-5.4-mini,Oceania Cruises,7,40,0.0000,0.0750,0.1750,0.0571,needs-based-detailed
boat cruises,gpt-5.4-mini,P&O Cruises,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
boat cruises,gpt-5.4-mini,Pandaw,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
boat cruises,gpt-5.4-mini,Paul Gauguin Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Ponant,3,40,0.0000,0.0000,0.0750,0.0163,needs-based-detailed
boat cruises,gpt-5.4-mini,Princess Cruises,7,40,0.0000,0.1000,0.1750,0.0537,needs-based-detailed
boat cruises,gpt-5.4-mini,Regent Seven Seas,13,40,0.2000,0.2500,0.3250,0.2317,needs-based-detailed
boat cruises,gpt-5.4-mini,Royal Caribbean,9,40,0.1000,0.2000,0.2250,0.1563,needs-based-detailed
boat cruises,gpt-5.4-mini,Saga Cruises,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-detailed
boat cruises,gpt-5.4-mini,Sanctuary Retreats,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Scenic,11,40,0.0000,0.1000,0.2750,0.0721,needs-based-detailed
boat cruises,gpt-5.4-mini,Seabourn,15,40,0.0250,0.2250,0.3750,0.1504,needs-based-detailed
boat cruises,gpt-5.4-mini,SeaDream Yacht Club,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Silversea,11,40,0.0000,0.2250,0.2750,0.0988,needs-based-detailed
boat cruises,gpt-5.4-mini,Tauck,3,40,0.0000,0.0000,0.0750,0.0163,needs-based-detailed
boat cruises,gpt-5.4-mini,Temptation Cruises,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,The Ritz-Carlton Yacht Collection,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,U by Uniworld,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Un-Cruise Adventures,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Uniworld,8,40,0.0750,0.1250,0.2000,0.1104,needs-based-detailed
boat cruises,gpt-5.4-mini,Victory Cruise Lines,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
boat cruises,gpt-5.4-mini,Viking,20,40,0.0750,0.3500,0.5000,0.2350,needs-based-detailed
boat cruises,gpt-5.4-mini,Virgin Voyages,9,40,0.1750,0.1750,0.2250,0.1850,needs-based-detailed
boat cruises,gpt-5.4-mini,Windstar Cruises,3,40,0.0250,0.0500,0.0750,0.0396,needs-based-detailed
boat cruises,gemini-3.1-pro-preview,AmaWaterways,8,40,0.0000,0.2000,0.2000,0.0958,needs-based-general
